track_id,track_duration,track_genre_top,set_split,listens
11862,224,Hip-Hop,training,medium
11867,130,Hip-Hop,training,high
11868,167,Hip-Hop,training,low
11916,273,Hip-Hop,training,medium
11917,246,Hip-Hop,training,low
11918,223,Hip-Hop,training,high
11919,243,Hip-Hop,training,medium
11920,294,Hip-Hop,training,medium
11921,134,Hip-Hop,training,low
11922,198,Hip-Hop,training,medium
11933,220,Rock,training,high
11937,182,Pop,training,low
11942,268,Electronic,training,high
11946,66,Experimental,training,high
11947,92,Experimental,training,medium
11951,110,Experimental,training,high
12109,303,International,training,medium
12146,251,Pop,training,low
12147,234,Pop,training,low
12173,197,Hip-Hop,training,medium
12174,249,Hip-Hop,training,high
12188,258,Pop,validation,low
12189,310,Electronic,training,high
12346,512,Experimental,training,medium
12348,282,Folk,training,high
12349,269,Folk,training,medium
12350,228,Folk,training,medium
12351,268,Folk,training,medium
12352,138,Folk,training,medium
12353,309,Folk,training,medium
12355,553,Folk,training,medium
12376,237,Pop,training,low
12394,170,Hip-Hop,training,high
12526,201,Hip-Hop,validation,high
12527,304,Pop,validation,low
12530,331,Pop,training,low
12531,184,Hip-Hop,training,high
12532,275,Pop,training,medium
12537,265,Pop,training,low
12551,192,Pop,training,medium
12552,141,Pop,training,medium
12654,144,Pop,training,medium
12737,399,Experimental,training,medium
12985,139,Folk,training,high
12986,200,Folk,training,medium
13191,226,Pop,training,low
13197,298,Pop,training,high
13199,97,Hip-Hop,training,high
13201,274,Hip-Hop,validation,high
13218,279,Pop,training,low
13220,192,Pop,training,low
13325,240,Rock,training,high
13362,199,Pop,training,low
13378,255,Pop,training,low
13474,213,Electronic,validation,high
13537,364,International,training,high
13538,285,International,training,high
13539,381,International,training,high
13540,363,International,training,high
13556,128,Rock,validation,high
13561,221,Hip-Hop,training,low
13562,221,Electronic,training,high
13566,234,Hip-Hop,training,medium
13571,318,Electronic,training,high
13591,179,Hip-Hop,validation,medium
13596,343,Rock,training,high
13668,81,Electronic,training,high
13670,190,Hip-Hop,training,medium
13735,161,Hip-Hop,training,medium
13747,243,Hip-Hop,training,high
13748,281,Hip-Hop,training,medium
13749,235,Hip-Hop,training,medium
13767,211,Hip-Hop,training,high
13768,234,Hip-Hop,training,high
13804,478,Hip-Hop,training,medium
13927,167,Folk,training,low
13928,222,Folk,training,medium
13929,248,Folk,training,medium
13930,191,Folk,training,medium
14063,147,Electronic,training,high
14208,208,Electronic,training,high
14315,118,International,validation,low
14316,151,International,validation,low
14317,123,International,validation,medium
14318,162,International,validation,low
14319,148,International,validation,low
14320,148,International,validation,low
14344,188,Electronic,training,high
14358,272,Hip-Hop,training,medium
14363,301,Hip-Hop,validation,high
14365,367,Hip-Hop,validation,medium
14386,255,Hip-Hop,training,high
14391,215,Hip-Hop,validation,medium
14538,163,Hip-Hop,training,medium
14539,70,Hip-Hop,training,medium
14541,134,Hip-Hop,training,medium
14542,157,Hip-Hop,training,medium
14568,105,Instrumental,training,high
14569,406,Instrumental,training,high
14570,71,Instrumental,training,high
14571,80,Instrumental,training,high
14572,111,Instrumental,training,high
14576,86,Instrumental,training,high
14577,150,Instrumental,training,high
14578,110,Instrumental,training,high
14579,187,Instrumental,training,high
14580,436,Instrumental,training,high
14581,111,Instrumental,training,high
14583,207,Instrumental,training,high
14584,407,Instrumental,training,high
14585,239,Instrumental,training,high
14586,260,Instrumental,training,high
14588,75,Instrumental,training,high
14589,94,Instrumental,training,high
14590,102,Instrumental,training,high
14661,272,Folk,training,high
14684,189,Folk,training,high
14693,185,Folk,training,high
14809,228,Folk,training,medium
14869,401,Electronic,validation,high
15210,175,Hip-Hop,training,medium
15464,172,Experimental,training,low
15469,208,Experimental,training,low
15471,340,Experimental,training,low
15475,79,Experimental,training,medium
15476,197,Experimental,training,low
15487,402,International,training,high
15488,273,International,training,high
15540,318,Experimental,training,medium
15541,125,Experimental,training,medium
15542,117,Experimental,training,low
15543,204,Experimental,training,low
15625,364,Experimental,training,medium
15769,282,Electronic,validation,high
15770,296,Electronic,validation,high
15771,219,Electronic,validation,high
15772,256,Electronic,validation,high
15773,303,Electronic,validation,high
15880,191,International,training,high
16095,257,Pop,training,low
16155,171,Pop,training,medium
16158,402,Pop,training,low
16162,231,Hip-Hop,training,medium
16163,276,Pop,training,low
16334,184,International,training,high
16354,249,Rock,training,high
16743,516,International,training,high
16744,428,International,training,high
16745,435,International,training,high
16747,446,International,training,high
16819,139,Rock,training,high
16820,230,Rock,training,high
16821,109,Rock,training,high
16822,210,Rock,training,high
16878,85,Hip-Hop,training,high
16879,97,Hip-Hop,training,high
16880,99,Hip-Hop,training,high
16895,500,Pop,validation,low
17132,133,Folk,training,medium
17344,469,Pop,validation,medium
17345,480,Pop,validation,low
17462,110,Rock,training,high
17491,331,Hip-Hop,training,medium
17496,319,Hip-Hop,training,high
17499,125,Hip-Hop,training,high
17500,411,Hip-Hop,training,medium
17573,377,Experimental,training,low
17588,219,Electronic,training,high
17605,95,International,training,medium
17606,147,International,training,medium
17607,176,International,training,medium
17608,570,International,training,high
17609,187,International,training,high
17610,125,International,training,medium
17611,436,International,training,high
17644,471,Experimental,training,low
17735,284,Rock,training,high
17782,273,Hip-Hop,training,high
17884,245,Electronic,training,high
17906,213,Pop,training,low
18031,356,International,training,low
18032,386,International,training,medium
18033,429,International,training,low
18034,404,International,training,low
18037,551,International,validation,medium
18038,329,International,validation,low
18039,591,International,validation,medium
18043,304,International,training,low
18044,288,International,training,low
18124,174,Experimental,training,low
18144,184,Pop,training,medium
18145,357,Pop,training,low
18146,208,Pop,training,medium
18159,155,Folk,training,low
18197,155,Rock,training,high
18607,208,Rock,training,medium
18611,140,Rock,training,high
18876,406,Experimental,training,high
18877,513,Experimental,training,medium
18887,306,Rock,training,high
19073,292,Pop,training,high
19074,272,Pop,training,high
19179,102,Rock,training,high
19184,90,Rock,training,high
19187,146,Rock,training,high
19192,385,Experimental,training,high
19412,162,Pop,training,medium
19413,189,Pop,training,low
19415,140,Pop,training,low
19416,203,Pop,training,low
19417,153,Pop,training,low
19418,96,Pop,training,high
19420,166,Pop,training,medium
19422,280,Pop,training,low
19423,172,Pop,training,low
19425,214,Pop,training,medium
19438,86,Hip-Hop,training,medium
19441,314,Pop,training,medium
19442,201,Pop,training,medium
19459,398,International,training,medium
19673,243,International,validation,high
19674,344,International,validation,high
19689,151,Pop,validation,low
19707,506,Folk,training,medium
19708,291,Folk,training,medium
19729,215,Hip-Hop,training,high
19758,204,Pop,training,low
19759,301,Pop,training,high
19760,403,Pop,training,low
19889,323,International,training,low
19890,472,International,training,low
19891,384,International,training,low
20050,229,Rock,training,high
20361,114,Instrumental,training,medium
20362,125,Instrumental,training,medium
20364,73,Instrumental,training,high
20365,101,Instrumental,training,medium
20366,117,Instrumental,training,medium
20369,71,Instrumental,training,medium
20372,93,Instrumental,training,medium
20373,253,Instrumental,training,high
20374,127,Instrumental,training,high
20375,125,Instrumental,training,high
20376,109,Instrumental,training,high
20424,243,Experimental,training,low
20432,196,International,training,high
20469,80,Hip-Hop,training,medium
20704,271,Pop,training,low
20818,354,Experimental,validation,medium
21058,330,Experimental,training,medium
21085,402,Electronic,training,high
21087,557,Folk,training,low
21167,84,Electronic,training,high
21228,245,Hip-Hop,training,high
21231,251,Pop,training,high
21232,219,Pop,training,high
21400,133,Pop,training,high
21401,185,Pop,training,high
21402,183,Pop,training,medium
21403,172,Pop,training,medium
21404,125,Pop,training,medium
21409,156,Pop,training,medium
21422,188,Electronic,training,high
21565,253,Pop,validation,high
21587,137,Pop,validation,low
21657,337,Pop,training,low
21672,287,Pop,training,low
21676,160,Pop,training,low
21677,237,Pop,training,low
21707,158,Folk,training,medium
21774,333,Experimental,training,medium
21842,499,Electronic,training,high
21859,188,Rock,training,high
21860,206,Rock,training,high
21891,270,Electronic,training,high
21895,248,Electronic,training,high
22088,207,Hip-Hop,training,medium
22091,208,Hip-Hop,training,medium
22093,287,Rock,training,high
22094,256,Hip-Hop,training,high
22095,348,Electronic,training,high
22097,170,Pop,training,low
22150,153,Experimental,validation,medium
22295,200,Hip-Hop,training,high
22296,163,Hip-Hop,validation,high
22315,189,International,validation,high
22348,216,Pop,training,medium
22472,201,Pop,training,low
22473,207,Pop,training,medium
22474,285,Pop,training,low
22475,271,Pop,training,low
22476,311,Pop,training,low
22477,235,Pop,training,low
22478,184,Pop,training,low
22479,216,Pop,training,low
22480,238,Pop,training,low
22481,239,Pop,training,low
23013,268,Electronic,training,high
23014,234,Folk,validation,high
23015,203,Folk,training,high
23016,248,Electronic,training,high
23037,191,Rock,training,high
23039,208,Pop,training,low
23155,109,International,training,high
23156,66,International,training,high
23172,250,Rock,training,high
23329,174,Experimental,validation,medium
23353,298,Electronic,training,high
23355,284,Electronic,validation,high
23371,228,Folk,training,high
23372,406,Electronic,training,high
23505,224,Electronic,training,high
24216,380,Experimental,training,high
24217,414,Experimental,training,medium
24218,434,Experimental,training,medium
24362,108,International,training,low
24363,96,International,training,medium
24364,246,International,training,low
24365,219,International,training,medium
24366,364,International,training,medium
24367,305,International,training,medium
24368,234,International,training,medium
24369,388,International,training,medium
24370,394,International,training,medium
24371,404,International,training,high
24418,123,Hip-Hop,training,high
24420,123,Hip-Hop,training,high
24421,163,Hip-Hop,training,high
24422,141,Hip-Hop,training,high
24423,125,Hip-Hop,training,high
24424,128,Hip-Hop,training,high
24425,143,Hip-Hop,training,high
24426,105,Hip-Hop,training,high
24427,143,Hip-Hop,training,high
24428,142,Hip-Hop,training,high
24429,83,Hip-Hop,training,high
24430,150,Hip-Hop,training,high
24431,89,Hip-Hop,training,high
24432,83,Hip-Hop,training,high
24512,105,Experimental,training,low
24515,70,Experimental,training,low
24521,151,Experimental,training,low
24524,168,Experimental,training,low
24698,134,International,training,low
24699,248,International,training,low
24700,380,International,training,low
24701,75,International,training,low
24702,505,International,training,medium
24717,259,International,training,low
24720,437,International,training,low
24739,326,International,training,low
24741,272,International,training,low
24742,270,International,training,low
24745,522,International,training,medium
24746,396,International,training,high
24747,295,International,training,medium
24748,187,International,training,medium
24749,351,International,training,high
24842,205,International,training,high
24898,68,Experimental,training,medium
24899,70,Experimental,training,low
24901,92,Experimental,training,low
24912,78,Experimental,training,low
24915,154,Experimental,training,medium
24917,64,Experimental,training,low
24963,263,Experimental,training,medium
24975,112,Experimental,training,medium
24983,204,Experimental,training,low
25028,225,International,validation,medium
25029,193,International,validation,medium
25030,483,International,validation,medium
25031,275,International,validation,medium
25032,355,International,validation,medium
25033,158,International,validation,high
25063,240,Experimental,training,high
25066,411,Electronic,training,high
25104,206,Pop,training,low
25124,247,Pop,training,low
25215,256,International,training,low
25216,353,International,training,low
25227,126,International,training,low
25232,175,International,training,low
25233,155,International,training,low
25234,162,International,training,low
25235,128,International,training,low
25324,167,Experimental,training,high
25378,192,Electronic,training,high
25601,254,International,training,low
25603,130,International,training,low
25605,132,International,training,low
25606,254,International,training,high
25608,176,International,training,high
25609,184,International,training,low
25668,175,International,validation,high
25669,169,International,validation,high
25670,169,International,validation,high
25795,299,International,training,low
25796,320,International,training,low
25797,319,International,training,low
25802,228,International,training,low
25804,362,International,training,low
26007,103,Hip-Hop,training,high
26008,358,Hip-Hop,training,medium
26010,168,Hip-Hop,training,medium
26011,230,Hip-Hop,training,medium
26012,192,Hip-Hop,training,medium
26013,92,Hip-Hop,training,medium
26014,188,Hip-Hop,training,medium
26016,209,Hip-Hop,training,medium
26017,163,Hip-Hop,training,medium
26020,379,Hip-Hop,training,medium
26021,267,Hip-Hop,training,medium
26022,226,Hip-Hop,training,medium
26025,281,Hip-Hop,training,medium
26026,290,Hip-Hop,training,medium
26034,277,Hip-Hop,training,medium
26035,242,Hip-Hop,training,medium
26036,214,Hip-Hop,training,medium
26169,221,Pop,training,low
26174,225,Pop,training,low
26298,162,Pop,training,low
26301,206,Experimental,training,medium
26302,321,Folk,training,low
26307,293,Experimental,training,low
26322,249,Experimental,training,high
26464,344,Folk,training,medium
26465,312,Folk,training,low
26466,333,Folk,training,low
26583,298,Experimental,training,medium
26600,68,Experimental,training,medium
26605,90,Experimental,training,high
26629,320,Electronic,training,high
26638,160,Rock,training,high
26639,150,Rock,training,high
26640,77,Rock,training,high
26641,130,Rock,training,high
26642,148,Rock,training,high
26643,129,Rock,training,high
26651,378,Electronic,training,high
26652,313,Electronic,training,high
26653,394,Electronic,training,high
26654,268,Electronic,training,high
26655,379,Electronic,training,high
26656,330,Electronic,training,high
26657,299,Electronic,training,high
26658,302,Electronic,training,high
26659,330,Electronic,training,high
26674,324,Rock,training,high
26681,241,Rock,training,high
26754,60,Pop,training,medium
26765,70,Pop,training,low
27164,332,Pop,training,low
27177,256,Electronic,training,high
27194,503,International,training,medium
27195,520,International,training,high
27197,574,International,training,medium
27198,560,International,training,medium
27258,119,Folk,training,high
27406,331,Electronic,training,high
27454,391,Experimental,training,high
27455,267,Experimental,training,medium
27456,297,Experimental,training,medium
27547,205,Pop,training,medium
27548,206,Pop,training,medium
27549,206,Pop,training,medium
27550,388,Pop,training,low
27551,270,Pop,training,low
27552,154,Pop,training,medium
27609,246,International,training,high
27610,227,International,training,high
27611,212,International,training,high
27612,186,International,training,high
27613,201,International,training,high
27667,330,Electronic,training,high
27673,167,Electronic,training,high
27797,131,Pop,training,medium
27798,197,Electronic,validation,high
27799,121,Hip-Hop,training,medium
27802,219,Pop,training,medium
27803,194,Experimental,training,low
27804,325,Folk,training,low
27805,295,Pop,training,high
27855,194,Folk,training,medium
27856,175,Folk,training,high
27866,187,Experimental,training,medium
27945,148,Experimental,training,medium
27953,60,International,training,high
27975,433,International,training,medium
27978,409,International,training,high
27981,478,International,training,medium
27987,295,International,training,high
28241,180,Experimental,training,medium
28260,162,Rock,training,high
28274,407,Rock,validation,high
28375,74,Experimental,validation,low
28376,102,Experimental,validation,medium
28477,279,Pop,training,low
28478,293,Pop,training,low
28479,397,Pop,training,low
28480,362,Pop,training,low
28481,242,Pop,training,medium
28482,373,Pop,training,low
28483,246,Pop,training,low
28484,256,Pop,training,low
28485,460,Pop,training,low
28546,254,Electronic,training,high
28548,326,Electronic,training,high
28553,229,Electronic,training,high
28571,269,Experimental,training,high
28608,217,Pop,training,low
29037,186,Electronic,validation,high
29039,135,Electronic,validation,high
29040,117,Electronic,validation,high
29041,152,Electronic,validation,high
29042,212,Electronic,validation,high
29043,186,Electronic,validation,high
29044,192,Electronic,validation,high
29045,290,Pop,training,low
29128,124,Pop,training,low
29180,201,Pop,training,low
29243,169,Pop,training,low
29245,151,Pop,training,low
29255,348,Pop,training,medium
29271,260,Pop,training,low
29272,338,Experimental,training,low
29465,278,Experimental,training,high
29480,148,Folk,training,low
29526,288,Electronic,validation,high
